City,Area_SqFt,Bedroom,Bathroom,Floors,Parking,Road_Width_Ft,Face,Price,Price_Lakhs
Kathmandu,1369.0,5,5,2.5,2,13.0,East,32000000,320.0
Chitwan,2053.5,1,1,2.5,0,19.68504,North,5000000,50.0
Lalitpur,1369.0,1,1,1.0,0,22.0,South East,2900000,29.0
Lalitpur,1112.3125,1,1,2.5,0,10.0,South,2700000,27.0
Kathmandu,1454.5625,6,3,3.0,2,30.0,South,32000000,320.0
Bhaktapur,1090.921875,1,1,2.5,0,12.0,North,11500000,115.0
Other,10952.0,15,10,3.0,1,55.0,North,125000000,1250.0
Kathmandu,1369.0,1,1,2.5,0,19.68504,South,5400000,54.0
Kathmandu,855.625,8,1,3.0,0,13.0,West,14000000,140.0
Chitwan,2053.5,2,1,1.0,0,19.68504,South,5000000,50.0
Lalitpur,3080.25,1,1,2.5,0,16.0,East,49500000,495.0
Kathmandu,1369.0,1,1,2.5,0,13.0,East,10000000,100.0
Lalitpur,5476.0,1,1,2.5,0,13.0,North West,8500000,85.0
Other,1711.25,1,1,2.0,0,15.0,North,9500000,95.0
Lalitpur,3080.25,5,5,2.5,4,20.0,East,80000000,800.0
Kathmandu,1026.75,5,2,3.0,1,12.0,East,17000000,170.0
Lalitpur,1026.75,2,2,1.0,1,13.0,North East,10000000,100.0
Lalitpur,1197.875,9,5,4.0,3,33.0,North West,30000000,300.0
Lalitpur,2738.0,1,1,2.5,0,15.0,West,4500000,45.0
Kathmandu,1197.875,1,3,3.0,2,13.0,East,22500000,225.0
Lalitpur,2738.0,1,1,2.5,0,15.0,West,5500000,55.0
Lalitpur,3764.75,1,1,2.5,0,15.0,West,7000000,70.0
Lalitpur,4107.0,1,1,2.5,0,13.0,West,5500000,55.0
Kathmandu,1711.25,11,1,2.0,0,15.0,West,22000000,220.0
Other,8520.0,1,1,1.0,0,4.0,East,37000000,370.0
Kathmandu,2310.1875,1,1,2.5,0,20.0,South,36000000,360.0
Kathmandu,855.625,7,1,2.0,0,13.0,North,13200000,132.0
Kathmandu,1454.5625,15,1,4.0,0,32.0,North,29000000,290.0
Kathmandu,1711.25,1,1,2.5,0,20.0,West,20500000,205.0
Kathmandu,1197.875,3,4,2.5,1,4.0,North,27000000,270.0
Lalitpur,2053.5,1,1,2.5,0,4.0,West,8000000,80.0
Kathmandu,1454.5625,1,1,2.5,0,26.0,West,12000000,120.0
Lalitpur,1197.875,5,3,3.0,0,13.0,North,19500000,195.0
Kathmandu,1454.5625,1,1,2.5,0,13.0,North,19500000,195.0
Lalitpur,1369.0,1,1,2.5,0,5.0,East,3700000,37.0
Kathmandu,1369.0,1,1,2.5,0,12.0,West,3700000,37.0
Lalitpur,16428.0,1,1,2.5,0,20.0,North,4000000,40.0
Kathmandu,5476.0,1,1,2.5,0,20.0,South,5000000,50.0
Kathmandu,1369.0,11,5,3.0,0,13.0,East,26500000,265.0
Kathmandu,1369.0,11,1,3.0,0,13.0,North,25500000,255.0
Kathmandu,2374.359375,5,2,3.0,1,15.0,South,29500000,295.0
Kathmandu,1403.225,1,3,3.0,2,13.0,East,23500000,235.0
Lalitpur,855.625,4,3,3.0,0,13.0,South,15000000,150.0
Lalitpur,1090.921875,4,3,3.0,0,10.0,South East,19000000,190.0
Lalitpur,855.625,4,3,3.0,0,13.0,South,15000000,150.0
Lalitpur,1283.4375,4,3,3.0,0,20.0,South,23500000,235.0
Lalitpur,1026.75,5,4,3.0,0,11.0,North West,18000000,180.0
Lalitpur,1112.3125,3,3,3.0,2,13.0,South,18500000,185.0
Other,3080.25,1,1,2.5,0,20.0,North,15000000,150.0
Kathmandu,1540.125,7,3,3.0,0,10.0,South East,24500000,245.0
Kathmandu,1540.125,1,1,3.0,3,8.0,South,33000000,330.0
Kathmandu,2053.5,1,1,2.5,0,20.0,South East,6500000,65.0
Kathmandu,4107.0,1,1,2.5,0,20.0,East,6500000,65.0
Lalitpur,4107.0,1,1,2.5,0,20.0,North,6500000,65.0
Lalitpur,5476.0,1,1,2.5,0,13.0,South East,5500000,55.0
Other,7187.25,1,1,2.0,0,15.0,East,19000000,190.0
Lalitpur,1026.75,2,1,1.0,1,13.0,West,4800000,48.0
Bhaktapur,2395.75,1,1,3.5,0,15.0,West,21500000,215.0
Lalitpur,1796.8125,1,1,2.5,0,12.0,South,26000000,260.0
Pokhara,5476.0,13,1,2.5,0,20.0,East,26000000,260.0
Lalitpur,1112.3125,1,1,2.5,0,13.0,South,2300000,23.0
Other,3422.5,4,1,2.0,3,20.0,South,20000000,200.0
Lalitpur,1262.046875,4,4,2.0,1,20.0,West,19500000,195.0
Kathmandu,4791.5,5,5,2.0,0,14.0,East,51000000,510.0
Lalitpur,1369.0,4,4,2.0,1,16.0,East,26500000,265.0
Lalitpur,1369.0,5,3,2.5,4,4.0,East,29500000,295.0
Pokhara,7187.25,1,1,2.5,0,30.0,South West,15000000,150.0
Kathmandu,1026.75,2,3,3.0,1,12.0,West,15000000,150.0
Kathmandu,1026.75,3,4,3.0,1,20.0,East,40000000,400.0
Kathmandu,3764.75,6,2,3.0,1,20.0,East,17500000,175.0
Kathmandu,6845.0,6,6,3.0,4,15.0,East,90000000,900.0
Kathmandu,684.5,4,3,3.0,0,10.0,East,13500000,135.0
Bhaktapur,900.0,1,1,2.5,0,15.0,North,2000000,20.0
Other,11978.75,1,1,2.5,0,20.0,South East,15000000,150.0
Lalitpur,1026.75,3,1,1.0,0,14.0,North,11000000,110.0
Kathmandu,3080.25,5,5,3.0,0,13.0,North,70000000,700.0
Pokhara,6845.0,1,1,2.5,0,18.0,West,4500000,45.0
Kathmandu,1197.875,5,5,3.0,1,14.0,East,17900000,179.0
Kathmandu,2395.75,5,5,3.0,2,15.0,South West,34500000,345.0
Kathmandu,2395.75,7,6,3.0,3,20.0,East,41000000,410.0
Kathmandu,513.375,7,4,4.0,0,26.0,East,18500000,185.0
Kathmandu,10952.0,5,6,3.0,8,20.0,West,105000000,1050.0
Bhaktapur,1026.75,1,1,2.5,0,10.0,South,3000000,30.0
Kathmandu,2053.5,9,10,5.0,2,14.0,South,36500000,365.0
Kathmandu,1026.75,1,1,2.5,0,10.0,South,15000000,150.0
Kathmandu,1197.875,5,4,2.0,2,13.0,West,21000000,210.0
Kathmandu,2738.0,1,1,2.5,0,14.0,North,38000000,380.0
Kathmandu,855.625,1,1,3.0,0,12.0,West,11000000,110.0
Kathmandu,1454.5625,2,1,1.0,0,12.0,North,7500000,75.0
Kathmandu,1095.2,7,3,3.0,0,4.0,East,17500000,175.0
Pokhara,10952.0,1,1,2.5,0,16.0,West,9000000,90.0
Kathmandu,1369.0,1,1,2.5,0,20.0,West,5000000,50.0
Kathmandu,1026.75,1,1,2.5,0,24.0,North,5200000,52.0
Kathmandu,3080.25,1,1,2.5,0,4.0,East,27000000,270.0
Lalitpur,1347.609375,2,1,1.0,0,13.0,East,13000000,130.0
Kathmandu,1197.875,1,1,2.5,0,13.0,North,13000000,130.0
Chitwan,8556.25,1,1,2.5,0,19.68504,North East,48000000,480.0
Kathmandu,1369.0,7,3,2.5,0,10.0,West,8000000,80.0
Kathmandu,1060.9750000000001,5,6,3.0,1,12.0,South,17800000,178.0
Kathmandu,2738.0,1,1,2.5,0,18.0,North East,4000000,40.0
Kathmandu,1197.875,5,6,3.0,1,12.0,North East,21800000,218.0
Kathmandu,1283.4375,1,1,2.5,0,10.0,West,29000000,290.0
Kathmandu,2566.875,1,1,2.5,0,14.0,West,6000000,60.0
Other,14716.75,15,10,4.0,3,30.0,East,4500000,45.0
Kathmandu,1026.75,1,1,2.5,0,12.0,West,3500000,35.0
Kathmandu,2310.1875,1,1,2.5,0,10.0,West,2400000,24.0
Kathmandu,1060.9750000000001,4,3,2.0,0,15.0,South,23000000,230.0
Kathmandu,1369.0,5,1,3.0,0,12.0,West,29000000,290.0
Kathmandu,5476.0,3,4,2.0,4,20.0,North,70000000,700.0
Kathmandu,1540.125,1,1,2.5,0,22.0,North,37500000,375.0
Kathmandu,1711.25,1,1,2.5,0,20.0,East,4500000,45.0
Kathmandu,1454.5625,1,1,2.5,0,12.0,North,11500000,115.0
Kathmandu,941.1875,6,1,2.5,0,13.0,North,12500000,125.0
Kathmandu,1369.0,1,1,2.5,0,12.0,West,2900000,29.0
Kathmandu,2224.625,6,1,3.0,4,10.0,North,42500000,425.0
Kathmandu,3422.5,1,1,2.5,0,16.0,West,4200000,42.0
Kathmandu,1711.25,1,1,2.5,0,12.0,East,2400000,24.0
Kathmandu,4107.0,1,1,2.5,0,13.0,East,2300000,23.0
Kathmandu,598.9375,1,1,2.5,0,9.0,South,25000000,250.0
Kathmandu,1369.0,1,1,2.5,0,22.0,South,22000000,220.0
Kathmandu,1369.0,5,4,3.0,2,20.0,West,30000000,300.0
Lalitpur,1026.75,1,1,2.5,0,13.0,South,17500000,175.0
Lalitpur,855.625,1,1,2.5,0,13.0,South,15000000,150.0
Kathmandu,1540.125,1,1,2.5,0,20.0,West,3700000,37.0
Lalitpur,1711.25,1,1,2.5,5,22.0,South East,76000000,760.0
Lalitpur,700.0,2,1,1.0,1,20.0,East,12000000,120.0
Pokhara,2224.625,7,5,3.0,3,20.0,South East,37000000,370.0
Kathmandu,1026.75,1,1,2.5,0,12.0,West,4000000,40.0
Lalitpur,1369.0,5,4,2.5,0,13.0,North,26000000,260.0
Kathmandu,1540.125,1,1,2.5,0,13.0,East,2200000,22.0
Kathmandu,1711.25,11,1,2.5,0,13.0,North,29800000,298.0
Kathmandu,1604.296875,6,4,3.0,1,12.0,South,25000000,250.0
Kathmandu,2053.5,1,1,2.5,0,12.0,South,32000000,320.0
Other,3422.5,1,1,2.5,0,15.0,West,10000000,100.0
Lalitpur,342.25,1,1,2.5,0,40.0,West,15000000,150.0
Pokhara,2566.875,1,1,2.5,0,15.0,West,9500000,95.0
Kathmandu,1967.9375,1,1,2.5,0,14.0,South East,3500000,35.0
Kathmandu,1026.75,1,1,2.5,0,10.0,West,11000000,110.0
Kathmandu,1403.225,6,3,2.0,2,11.0,South East,17000000,170.0
Kathmandu,1946.546875,1,1,2.0,2,20.0,South East,35000000,350.0
Lalitpur,1369.0,4,4,3.0,2,13.0,North,30000000,300.0
Kathmandu,1860.984375,1,1,2.5,0,30.0,North,22000000,220.0
Kathmandu,1283.4375,1,1,2.5,0,13.0,North,24000000,240.0
Kathmandu,342.25,1,1,2.5,0,10.0,South,4000000,40.0
Kathmandu,2224.625,1,1,2.5,0,15.0,South West,2750000,27.5
Kathmandu,4107.0,1,1,2.5,0,20.0,South West,4000000,40.0
Other,1711.25,1,1,2.5,0,15.0,West,8500000,85.0
Other,1711.25,1,1,2.5,0,52.0,West,8000000,80.0
Lalitpur,1369.0,1,1,2.5,0,13.0,East,2500000,25.0
Lalitpur,2738.0,1,1,2.5,0,20.0,East,6000000,60.0
Kathmandu,1219.265625,1,1,3.0,0,15.0,West,21000000,210.0
Kathmandu,1240.65625,1,1,2.0,0,13.0,West,22500000,225.0
Kathmandu,10952.0,1,1,3.0,0,14.0,East,115000000,1150.0
Kathmandu,1369.0,1,1,2.5,0,15.0,South,28000000,280.0
Lalitpur,1711.25,1,1,2.5,0,12.0,West,10000000,100.0
Lalitpur,2738.0,1,1,2.5,0,14.0,West,25000000,250.0
Kathmandu,2032.109375,1,1,2.5,0,14.0,West,3500000,35.0
Kathmandu,1369.0,6,6,3.0,1,15.0,North West,24000000,240.0
Kathmandu,1369.0,6,6,3.0,1,14.0,South East,24000000,240.0
Lalitpur,1026.75,5,3,3.0,3,13.0,East,21000000,210.0
Lalitpur,3764.75,1,1,2.5,0,10.0,West,5500000,55.0
Lalitpur,1711.25,1,1,2.5,0,20.0,East,5000000,50.0
Kathmandu,2823.5625,1,1,2.5,0,15.0,North,2000000,20.0
Kathmandu,1369.0,1,1,2.5,0,13.0,North,2500000,25.0
Lalitpur,1026.75,1,1,2.0,0,13.0,East,12500000,125.0
Kathmandu,1369.0,5,3,3.0,0,26.0,South,27500000,275.0
Kathmandu,1369.0,1,1,3.0,0,15.0,South,24000000,240.0
Kathmandu,1197.875,1,1,2.5,0,24.0,South,2000000,20.0
Kathmandu,1369.0,11,3,3.0,0,13.0,North,24000000,240.0
Lalitpur,11294.25,1,1,1.0,0,13.0,East,11500000,115.0
Kathmandu,1129.425,7,4,2.5,0,12.0,West,24500000,245.0
Lalitpur,1540.125,3,5,3.0,1,18.0,South West,28500000,285.0
Kathmandu,2738.0,1,1,2.5,0,20.0,North East,4200000,42.0
Kathmandu,3422.5,4,6,3.0,4,15.0,East,62000000,620.0
Kathmandu,2053.5,6,6,4.0,2,15.0,South,42500000,425.0
Kathmandu,1369.0,5,5,3.0,1,30.0,East,24500000,245.0
Kathmandu,2738.0,6,6,3.0,2,15.0,South West,45000000,450.0
Kathmandu,2224.625,1,1,2.5,3,18.0,South West,33000000,330.0
Kathmandu,3721.96875,1,1,2.5,0,12.0,South,80000000,800.0
Lalitpur,1369.0,1,1,2.0,0,21.0,East,46500000,465.0
Kathmandu,1369.0,5,1,3.0,0,15.0,South,34000000,340.0
Lalitpur,1711.25,1,1,2.5,0,20.0,South,2200000,22.0
Kathmandu,1369.0,1,1,2.5,0,20.0,East,6500000,65.0
Kathmandu,4701.0,1,1,1.0,0,20.0,West,5800000,58.0
Kathmandu,2700.0,4,3,3.0,1,12.0,East,21500000,215.0
Kathmandu,1026.75,5,3,3.0,0,8.0,West,15900000,159.0
Kathmandu,1112.3125,1,1,2.5,0,15.0,East,23500000,235.0
Kathmandu,1369.0,1,1,2.5,0,20.0,North,42000000,420.0
Bhaktapur,1796.8125,1,1,2.5,0,13.0,West,14000000,140.0
Kathmandu,1000.0,1,1,2.5,0,20.0,North,6500000,65.0
Kathmandu,1000.0,1,1,2.5,0,15.0,West,2000000,20.0
Kathmandu,500.0,1,1,2.5,0,20.0,North,2000000,20.0
Lalitpur,3000.0,1,1,2.5,0,20.0,North,9000000,90.0
Kathmandu,1711.25,1,1,2.5,0,12.0,West,2000000,20.0
Kathmandu,1112.3125,2,1,1.0,0,10.0,West,8500000,85.0
Kathmandu,1112.3125,1,1,2.5,0,18.0,South,3500000,35.0
Bhaktapur,1176.484375,1,1,2.5,0,36.0,South,4100000,41.0
Chitwan,3422.5,3,3,3.0,3,19.68504,South,13500000,135.0
Lalitpur,5818.25,10,10,4.5,0,20.0,South,150000000,1500.0
Kathmandu,1112.3125,1,1,2.5,0,13.0,East,12500000,125.0
Kathmandu,1711.25,1,1,2.5,0,13.0,East,2700000,27.0
Kathmandu,2738.0,1,1,2.5,0,13.0,South West,46000000,460.0
Lalitpur,1796.8125,1,1,3.0,2,13.0,North,33000000,330.0
Lalitpur,7187.25,1,1,2.5,0,12.0,East,3200000,32.0
Kathmandu,1095.2,6,3,3.0,1,4.0,North East,19000000,190.0
Kathmandu,1711.25,4,4,3.0,2,15.0,North East,30500000,305.0
Other,3080.25,4,3,3.0,1,19.68504,South,15000000,150.0
Kathmandu,1026.75,6,3,2.0,2,14.0,North,21000000,210.0
Lalitpur,3764.75,1,1,2.5,0,26.0,East,6000000,60.0
Lalitpur,1197.875,6,3,3.0,1,12.0,East,22500000,225.0
Chitwan,3422.5,11,6,3.0,3,20.0,North,23000000,230.0
Bhaktapur,2053.5,1,1,2.5,0,13.0,West,3200000,32.0
Kathmandu,3080.25,1,1,2.5,0,15.0,East,2200000,22.0
Kathmandu,2738.0,10,5,2.5,5,15.0,South,55000000,550.0
Kathmandu,3764.75,1,1,2.5,0,13.0,West,2550000,25.5
Kathmandu,2053.5,5,4,2.5,0,15.0,South,40000000,400.0
Kathmandu,4791.5,1,1,2.5,0,13.0,North,2600000,26.0
Lalitpur,1026.75,1,1,1.0,0,13.0,South,2350000,23.5
Kathmandu,1026.75,2,1,1.0,1,10.0,South,10600000,106.0
Other,2053.5,1,1,2.5,0,19.68504,North,2000000,20.0
Lalitpur,1900.0,4,5,3.0,1,15.0,East,19000000,190.0
Kathmandu,8214.0,1,1,2.5,0,14.0,West,2200000,22.0
Kathmandu,4791.5,1,1,2.5,0,20.0,South,20000000,200.0
Kathmandu,6160.5,1,1,2.5,0,16.0,South,2250000,22.5
Lalitpur,1989.328125,1,1,2.5,0,13.0,South,2600000,26.0
Lalitpur,5818.25,1,1,5.0,0,20.0,South,150000000,1500.0
Kathmandu,1711.25,5,2,3.0,0,14.0,South,39000000,390.0
Kathmandu,3422.5,4,4,2.0,3,13.0,South,39000000,390.0
Kathmandu,3764.75,1,1,2.5,0,12.0,South,4700000,47.0
Kathmandu,1369.0,1,1,2.5,0,15.0,East,2800000,28.0
Kathmandu,2181.84375,1,1,2.5,0,16.0,North East,26000000,260.0
Kathmandu,2395.75,1,1,4.0,0,20.0,East,33000000,330.0
Kathmandu,1989.328125,1,1,2.5,0,4.0,East,2100000,21.0
Kathmandu,1369.0,1,1,2.5,0,14.0,South East,24500000,245.0
Kathmandu,6160.5,1,1,2.5,0,15.0,South,61500000,615.0
Kathmandu,3422.5,4,5,3.0,0,12.0,South,70000000,700.0
Lalitpur,5989.375,9,4,4.0,0,9.0,South West,70000000,700.0
Other,1026.75,7,3,3.0,0,24.0,East,9000000,90.0
Kathmandu,2845.0,5,4,3.0,5,12.0,East,35000000,350.0
Bhaktapur,1369.0,1,1,2.5,0,13.0,South West,2200000,22.0
Kathmandu,1026.75,1,1,1.0,0,10.0,East,2500000,25.0
Kathmandu,1369.0,6,1,2.5,1,16.0,North East,25000000,250.0
Lalitpur,1026.75,1,1,1.0,1,13.0,North,16000000,160.0
Kathmandu,1095.2,2,1,1.0,1,12.0,South West,10500000,105.0
Kathmandu,1026.75,3,3,3.0,0,10.0,North,12500000,125.0
Kathmandu,684.5,1,2,2.5,0,12.0,East,13500000,135.0
Kathmandu,7187.25,1,1,2.5,0,13.0,East,3000000,30.0
Kathmandu,2395.75,15,1,2.5,0,22.0,South,142500000,1425.0
Lalitpur,1369.0,6,5,3.0,0,14.0,South,19500000,195.0
Lalitpur,8214.0,3,1,2.0,0,20.0,East,97500000,975.0
Kathmandu,2087.725,7,4,3.0,0,14.0,East,38000000,380.0
Kathmandu,1369.0,1,1,2.5,0,26.24672,South East,4500000,45.0
Kathmandu,2395.75,4,3,3.0,0,20.0,South East,29500000,295.0
Lalitpur,1197.875,1,1,2.5,0,10.0,North,4500000,45.0
Kathmandu,1369.0,6,1,2.5,0,12.0,North,14000000,140.0
Kathmandu,1317.6625000000001,1,1,3.0,0,20.0,West,43500000,435.0
Lalitpur,2429.975,1,1,2.5,0,20.0,South,2800000,28.0
Kathmandu,1112.3125,10,3,3.0,0,20.0,South,22000000,220.0
Lalitpur,2053.5,3,2,3.0,1,18.0,West,29500000,295.0
Kathmandu,2395.75,5,5,2.5,3,12.0,South,45000000,450.0
Bhaktapur,1369.0,12,4,4.0,0,20.0,South East,22500000,225.0
Kathmandu,600.0,1,1,2.5,0,15.0,North,3000000,30.0
Lalitpur,2010.71875,1,1,2.5,0,12.0,South,2500000,25.0
Kathmandu,1197.875,3,4,3.0,0,13.0,South,18000000,180.0
Kathmandu,2156.1749999999997,9,4,4.0,0,12.0,East,34500000,345.0
Kathmandu,4791.5,7,6,2.5,0,20.0,South West,72500000,725.0
Kathmandu,1026.75,2,1,1.0,0,13.0,North,11500000,115.0
Kathmandu,1711.25,9,7,2.5,0,13.0,North,27500000,275.0
Kathmandu,1369.0,1,1,2.5,0,12.0,East,3500000,35.0
Kathmandu,1369.0,4,4,2.5,1,20.0,West,31500000,315.0
Kathmandu,6502.75,1,1,2.5,0,20.0,North,170000000,1700.0
Kathmandu,2139.0625,1,2,2.0,1,14.0,South,7700000,77.0
Kathmandu,3251.375,1,1,2.5,0,10.0,South West,2650000,26.5
Kathmandu,2395.75,1,1,2.5,0,20.0,North,6200000,62.0
Kathmandu,1711.25,2,3,3.0,0,14.0,North,37500000,375.0
Kathmandu,4107.0,1,1,2.5,0,15.0,South,3800000,38.0
Kathmandu,1540.125,4,3,3.0,1,26.0,South,32500000,325.0
Bhaktapur,2395.75,1,1,2.5,0,18.0,South,2400000,24.0
Kathmandu,1369.0,1,1,3.0,0,16.0,West,17500000,175.0
Kathmandu,2053.5,1,1,3.0,0,20.0,South,37500000,375.0
Other,5476.0,1,1,2.0,0,15.0,North,12500000,125.0
Other,5133.75,1,1,3.0,0,15.0,North,15000000,150.0
Bhaktapur,2395.75,2,1,1.0,1,13.0,East,25000000,250.0
Kathmandu,1026.75,1,1,3.0,0,13.0,South,18000000,180.0
Bhaktapur,1540.125,1,1,2.5,0,15.0,East,2000000,20.0
Kathmandu,3764.75,1,1,2.5,0,20.0,East,4200000,42.0
Other,817.0,11,2,3.0,2,10.0,South,15200000,152.0
Kathmandu,1625.6875,2,1,2.5,0,12.0,East,13800000,138.0
Kathmandu,2395.75,4,6,3.0,0,20.0,South,57500000,575.0
Kathmandu,1155.09375,8,4,3.0,1,20.0,West,29000000,290.0
Kathmandu,1112.3125,7,1,2.0,0,15.0,North,17800000,178.0
Kathmandu,1369.0,5,3,2.5,0,15.0,South West,29000000,290.0
Kathmandu,1475.953125,1,1,2.5,0,14.0,North,2400000,24.0
Kathmandu,15401.25,1,1,2.5,0,16.0,West,2100000,21.0
Kathmandu,4577.59375,7,5,3.0,3,15.0,North East,6750000,67.5
Lalitpur,1197.875,1,1,2.5,0,12.0,East,9000000,90.0
Kathmandu,1540.125,1,1,2.5,0,10.0,East,3500000,35.0
Kathmandu,1604.296875,1,1,4.0,0,29.52756,East,45000000,450.0
Kathmandu,420.0,1,1,2.5,0,15.0,North,2500000,25.0
Kathmandu,3422.5,1,1,2.5,0,15.0,West,4100000,41.0
Kathmandu,2738.0,1,1,3.0,0,15.0,South,51000000,510.0
Other,4107.0,1,1,2.5,0,33.0,East,6700000,67.0
Kathmandu,1775.421875,1,1,3.0,0,20.0,North East,29000000,290.0
Bhaktapur,2224.625,1,1,5.0,0,20.0,South,75000000,750.0
Kathmandu,1197.875,1,1,3.0,0,12.0,East,26500000,265.0
Pokhara,2224.625,1,1,3.0,0,20.0,East,36500000,365.0
Kathmandu,1369.0,1,1,3.0,0,12.0,East,41000000,410.0
Kathmandu,2053.5,1,1,3.0,0,12.0,East,30000000,300.0
Kathmandu,1112.3125,4,2,2.0,0,13.0,West,14200000,142.0
Kathmandu,2738.0,1,1,2.5,0,13.0,West,5500000,55.0
Lalitpur,700.0,1,1,2.5,0,15.0,North,3200000,32.0
Kathmandu,1197.875,1,1,3.0,0,13.0,North East,17500000,175.0
Kathmandu,1369.0,1,1,2.0,0,13.0,South,20000000,200.0
Kathmandu,3422.5,1,1,2.5,0,13.0,South East,2000000,20.0
Kathmandu,3080.25,1,1,2.5,0,9.0,South East,3000000,30.0
Kathmandu,1711.25,2,1,1.0,0,11.0,South,15000000,150.0
Kathmandu,1129.425,6,3,2.5,0,11.0,North,25000000,250.0
Kathmandu,4449.25,13,1,4.5,0,14.0,South East,70000000,700.0
Kathmandu,1060.9750000000001,6,3,3.0,0,10.0,South,16500000,165.0
Kathmandu,2566.875,6,4,3.0,3,15.0,West,53000000,530.0
Kathmandu,1882.375,1,1,2.5,0,13.0,North,3200000,32.0
Kathmandu,2395.75,1,1,2.5,0,20.0,North,5500000,55.0
Kathmandu,2395.75,1,1,2.5,0,15.0,South East,3200000,32.0
Kathmandu,5647.125,1,1,2.5,0,15.0,North,2550000,25.5
Kathmandu,752.95,1,1,2.5,0,19.68504,West,3200000,32.0
Kathmandu,2738.0,6,5,3.0,3,12.0,South East,43000000,430.0
Bhaktapur,2053.5,9,1,3.0,1,20.0,West,21500000,215.0
Kathmandu,1369.0,1,1,2.5,0,20.0,East,250000000,2500.0
Other,2053.5,3,1,1.0,0,15.0,North,6400000,64.0
Kathmandu,6845.0,1,1,2.5,0,14.0,South,4300000,43.0
Kathmandu,1197.875,4,3,2.0,2,13.12336,East,24500000,245.0
Kathmandu,2738.0,15,6,4.0,0,29.52756,East,80000000,800.0
Lalitpur,1369.0,1,1,2.5,0,12.0,South,3600000,36.0
Chitwan,6845.0,1,1,2.5,0,29.52756,West,3800000,38.0
Kathmandu,4449.25,1,1,2.5,0,10.0,North,3600000,36.0
Chitwan,342.25,1,1,2.5,0,20.0,East,9000000,90.0
Chitwan,3422.5,15,6,3.0,8,20.0,North,23000000,230.0
Kathmandu,1711.25,1,1,3.0,1,20.0,East,33500000,335.0
Kathmandu,1711.25,9,4,2.5,0,10.0,East,32000000,320.0
Kathmandu,855.625,1,1,3.0,1,10.0,East,14000000,140.0
Kathmandu,1369.0,10,3,3.0,0,16.0,North,35000000,350.0
Lalitpur,1437.45,4,4,2.5,0,14.0,North West,25500000,255.0
Lalitpur,1369.0,12,4,3.0,4,4.0,South East,24000000,240.0
Kathmandu,1796.8125,1,1,3.0,1,7.0,East,18700000,187.0
Lalitpur,1197.875,5,3,3.0,0,13.0,South,16500000,165.0
Kathmandu,1026.75,1,1,4.0,0,13.0,West,25000000,250.0
Kathmandu,1745.475,10,1,3.0,0,14.0,East,31800000,318.0
Kathmandu,3080.25,1,1,2.5,0,15.0,South,2500000,25.0
Kathmandu,1369.0,1,1,2.5,0,13.0,North,27500000,275.0
Kathmandu,1403.225,1,1,3.0,0,15.0,West,26000000,260.0
Kathmandu,1369.0,4,1,2.5,0,15.0,South,9500000,95.0
Kathmandu,1026.75,1,1,2.5,0,13.0,West,15000000,150.0
Kathmandu,2224.625,1,1,3.5,0,20.0,North,150000000,1500.0
Kathmandu,1882.375,5,4,2.5,0,20.0,South West,42500000,425.0
Kathmandu,700.0,1,1,2.5,0,15.0,West,6000000,60.0
Kathmandu,3080.25,1,1,3.0,3,13.0,East,60000000,600.0
Kathmandu,2087.725,1,1,2.5,0,20.0,West,40000000,400.0
Kathmandu,1283.4375,1,1,2.5,0,4.0,East,29500000,295.0
Kathmandu,1060.9750000000001,3,2,2.0,0,24.0,South West,19000000,190.0
Kathmandu,4278.125,1,1,2.5,0,18.0,East,7500000,75.0
Kathmandu,1882.375,4,3,2.5,0,16.0,North West,32500000,325.0
Lalitpur,2224.625,5,5,3.0,0,16.0,North,44500000,445.0
Kathmandu,1711.25,5,4,3.0,0,15.0,South,32000000,320.0
Kathmandu,1403.225,5,1,3.0,0,12.0,North East,28500000,285.0
Kathmandu,1471.675,5,3,3.0,0,12.0,East,26000000,260.0
Kathmandu,6160.5,1,1,2.5,0,15.0,West,2800000,28.0
Kathmandu,1095.2,4,2,2.0,0,15.0,West,9500000,95.0
Kathmandu,1711.25,6,4,3.0,0,13.0,North,25000000,250.0
Kathmandu,1369.0,5,2,3.0,0,16.0,South,17500000,175.0
Lalitpur,1000.0,1,1,4.0,8,14.0,East,2200000,22.0
Kathmandu,6845.0,1,1,2.5,0,16.0,South,40000000,400.0
Kathmandu,855.625,3,1,1.0,0,10.0,West,6500000,65.0
Kathmandu,1026.75,3,1,1.0,1,13.0,North East,12500000,125.0
Kathmandu,1540.125,1,1,2.5,0,13.0,East,6000000,60.0
Kathmandu,5133.75,7,5,3.0,8,12.0,East,70000000,700.0
Chitwan,342.25,1,1,2.5,0,29.52756,West,3800000,38.0
Lalitpur,1197.875,2,1,1.0,4,20.0,East,14200000,142.0
Kathmandu,1540.125,1,1,2.5,0,20.0,East,2500000,25.0
Kathmandu,1668.46875,1,1,2.5,0,13.0,North East,2800000,28.0
Lalitpur,1600.0,1,1,2.0,0,60.0,South,2500000,25.0
Kathmandu,2053.5,1,1,3.0,0,10.0,South East,30000000,300.0
Kathmandu,1095.2,2,1,1.0,2,12.0,West,12800000,128.0
Kathmandu,1882.375,1,1,3.0,0,13.0,West,25000000,250.0
Kathmandu,1112.3125,1,1,1.0,1,10.0,East,12500000,125.0
Kathmandu,1711.25,1,1,2.5,0,15.0,North West,4500000,45.0
